Age,Generation,Gender,Income_kUSD,Occupation,Drinks_Per_Week,Social_Setting,Taste_Preference,Alcohol_Tolerance,Price_Sensitivity,Preferred_Drink,Support_Local_Store,Purchase_Frequency,Monthly_Spend_USD,Purchase_Channel,Drinking_Occasion,Brand_Loyalty,Access_Problems,Health_Score
32.0,Millennial,Female,47.0,Professional,0.0,Social Event,Sour,0.73,Medium,Other,No,Rarely,243.92,Both,Celebration,Medium,Expensive,3.6
21.0,Gen Z,Female,77.04,Student,1.0,Home,Sweet,1.6,Medium,Wine,Maybe,Monthly,177.99,Both,Stress Relief,Medium,Expensive,4.4
64.0,Baby Boomer,Male,55.64,Other,5.0,Home,Sweet,0.5,Medium,Cocktails,Yes,Weekly,357.23,Offline,Stress Relief,Medium,No Problems,2.9
25.0,Millennial,Male,54.73,Professional,1.0,Restaurant,Neutral,1.15,Low,Wine,No,Monthly,152.67,Both,Social,High,Expensive,4.5
50.0,Gen X,Female,28.74,Retired,0.0,Home,Sour,0.94,High,Spirits,No,Rarely,128.07,Both,Stress Relief,Low,Location,5.0
50.0,Gen X,Male,26.69,Entrepreneur,3.0,Other,Neutral,2.44,Low,Beer,Yes,Weekly,479.81,Offline,Social,High,No Problems,3.7
37.0,Millennial,Male,50.36,Entrepreneur,2.0,Social Event,Salty,1.95,Low,Cider,No,Monthly,951.17,Online,Celebration,High,Location,3.5
43.0,Gen X,Male,21.47,Professional,1.0,Restaurant,Bitter,1.2,Medium,Cocktails,No,Monthly,149.68,Offline,Social,Medium,Expensive,4.5
35.0,Millennial,Male,65.63,Other,1.0,Bar,Bitter,0.69,Medium,Other,Yes,Monthly,427.22,Both,Celebration,Medium,No Problems,3.7
57.0,Baby Boomer,Female,33.07,Professional,4.0,Bar,Neutral,1.53,High,Cider,Yes,Weekly,124.08,Offline,Celebration,Low,Expensive,2.7
41.0,Gen X,Female,49.51,Other,1.0,Social Event,Bitter,0.93,High,Beer,No,Monthly,191.27,Online,Celebration,Low,Limited Variety,4.5
34.0,Millennial,Male,12.28,Retired,2.0,Bar,Bitter,1.57,High,Spirits,No,Monthly,51.26,Both,Celebration,Low,No Problems,4.0
22.0,Gen Z,Male,42.12,Other,2.0,Other,Salty,2.17,Low,Spirits,Maybe,Monthly,191.13,Online,Daily Habit,High,Location,3.4
31.0,Millennial,Male,26.28,Professional,1.0,Home,Sour,1.73,Low,Spirits,No,Monthly,122.44,Online,Stress Relief,High,Limited Variety,4.0
59.0,Baby Boomer,Female,3.56,Retired,4.0,Social Event,Sweet,1.77,Medium,Spirits,No,Weekly,25.96,Offline,Celebration,Medium,Expensive,3.1
58.0,Baby Boomer,Female,60.84,Student,1.0,Restaurant,Neutral,1.58,Low,Cocktails,Yes,Monthly,114.6,Offline,Social,High,Limited Variety,4.9
54.0,Gen X,Male,82.82,Entrepreneur,0.0,Home,Neutral,2.35,High,Cocktails,Maybe,Rarely,499.43,Both,Stress Relief,Low,Limited Variety,4.9
58.0,Baby Boomer,Female,72.59,Professional,2.0,Bar,Salty,2.36,Medium,Wine,Yes,Monthly,262.78,Offline,Celebration,Medium,Limited Variety,3.9
54.0,Gen X,Female,63.63,Professional,0.0,Bar,Salty,1.53,High,Other,No,Rarely,297.54,Both,Celebration,Low,No Problems,5.0
38.0,Millennial,Female,41.72,Professional,3.0,Restaurant,Sweet,1.11,Low,Wine,Yes,Weekly,889.69,Offline,Social,High,No Problems,3.1
50.0,Gen X,Female,66.12,Retired,0.0,Other,Sour,1.42,Medium,Other,No,Rarely,173.23,Online,Social,Medium,No Problems,5.0
35.0,Millennial,Male,74.48,Student,5.0,Restaurant,Neutral,0.87,Medium,Beer,No,Weekly,237.04,Both,Social,Medium,Limited Variety,1.8
47.0,Gen X,Female,52.74,Other,3.0,Social Event,Salty,1.77,Low,Wine,No,Weekly,345.58,Offline,Celebration,High,Location,4.0
54.0,Gen X,Male,26.31,Student,1.0,Restaurant,Neutral,1.5,Medium,Beer,Yes,Monthly,231.2,Online,Social,Medium,No Problems,4.8
58.0,Baby Boomer,Female,40.01,Retired,2.0,Bar,Bitter,0.71,Medium,Beer,No,Monthly,659.28,Offline,Celebration,Medium,No Problems,5.0
53.0,Gen X,Female,84.05,Professional,2.0,Other,Neutral,0.9,Medium,Beer,Yes,Monthly,281.32,Both,Social,Medium,Limited Variety,3.4
44.0,Gen X,Female,48.51,Entrepreneur,2.0,Other,Sour,1.46,Medium,Spirits,No,Monthly,384.89,Offline,Celebration,Medium,Expensive,2.8
35.0,Millennial,Female,-16.5,Professional,1.0,Restaurant,Sour,2.28,Low,Cider,Yes,Monthly,-66.26,Online,Social,High,Expensive,5.0
50.0,Gen X,Male,20.62,Other,4.0,Social Event,Neutral,1.63,Medium,Cider,Yes,Weekly,180.57,Online,Celebration,Medium,Limited Variety,2.3
62.0,Baby Boomer,Female,41.51,Entrepreneur,1.0,Bar,Bitter,1.86,Medium,Cocktails,No,Monthly,789.15,Offline,Celebration,Medium,Location,4.8
37.0,Millennial,Other,70.72,Professional,4.0,Home,Sour,1.18,Low,Beer,Yes,Weekly,308.0,Both,Stress Relief,High,No Problems,3.6
25.0,Millennial,Female,44.54,Entrepreneur,0.0,Other,Salty,1.64,Medium,Spirits,Yes,Rarely,209.79,Online,Social,Medium,Expensive,5.0
49.0,Gen X,Male,71.09,Student,2.0,Restaurant,Neutral,1.39,Low,Wine,No,Monthly,555.93,Online,Social,High,Expensive,4.1
24.0,Gen Z,Male,39.48,Retired,2.0,Social Event,Bitter,1.82,Medium,Wine,No,Monthly,420.54,Online,Celebration,Medium,Limited Variety,4.2
30.0,Millennial,Male,10.71,Professional,1.0,Social Event,Salty,0.6,Low,Cocktails,No,Monthly,57.0,Online,Celebration,High,Limited Variety,4.9
37.0,Millennial,Female,40.17,Other,4.0,Bar,Neutral,1.49,Medium,Cocktails,No,Weekly,432.68,Both,Celebration,Medium,Expensive,3.3
30.0,Millennial,Female,56.9,Student,2.0,Other,Bitter,1.09,Medium,Beer,Maybe,Monthly,289.55,Online,Celebration,Medium,Location,3.4
37.0,Millennial,Male,55.24,Professional,4.0,Bar,Salty,1.15,Medium,Beer,Yes,Weekly,583.53,Both,Celebration,Medium,Limited Variety,3.9
40.0,Millennial,Female,24.9,Student,2.0,Home,Sour,2.42,High,Wine,Yes,Monthly,129.82,Online,Stress Relief,Low,Location,4.0
44.0,Gen X,Female,42.98,Other,3.0,Home,Neutral,0.87,Medium,Wine,Yes,Weekly,443.35,Online,Stress Relief,Medium,Limited Variety,3.8
25.0,Millennial,Female,103.69,Professional,3.0,Home,Neutral,1.12,Medium,Wine,No,Weekly,651.61,Both,Stress Relief,Medium,Limited Variety,3.9
54.0,Gen X,Female,25.33,Other,1.0,Social Event,Sour,1.52,High,Wine,No,Monthly,154.99,Offline,Celebration,Low,Limited Variety,5.0
26.0,Millennial,Female,63.21,Entrepreneur,0.0,Other,Sweet,2.23,Medium,Cider,Maybe,Rarely,258.44,Both,Daily Habit,Medium,No Problems,5.0
22.0,Gen Z,Female,8.07,Other,1.0,Bar,Salty,1.33,Medium,Beer,Maybe,Monthly,71.81,Both,Celebration,Medium,Expensive,4.6
33.0,Millennial,Male,67.28,Entrepreneur,2.0,Bar,Sour,1.99,Medium,Beer,No,Monthly,405.86,Online,Celebration,Medium,No Problems,4.0
63.0,Baby Boomer,Female,32.15,Professional,2.0,Home,Neutral,2.21,Medium,Wine,Yes,Monthly,82.0,Online,Stress Relief,Medium,Limited Variety,4.2
63.0,Baby Boomer,Female,58.04,Entrepreneur,4.0,Other,Salty,1.12,Medium,Spirits,Maybe,Weekly,1007.21,Offline,Daily Habit,Medium,No Problems,3.6
31.0,Millennial,Female,24.17,Professional,1.0,Other,Salty,1.29,Low,Wine,No,Monthly,77.87,Online,Social,High,No Problems,3.9
43.0,Gen X,Female,55.82,Professional,3.0,Restaurant,Sweet,1.21,Medium,Other,No,Weekly,304.33,Online,Social,Medium,Limited Variety,3.8
36.0,Millennial,Female,31.83,Retired,4.0,Other,Neutral,2.17,Low,Cocktails,Yes,Weekly,218.2,Online,Celebration,High,Location,2.6
51.0,Gen X,Male,35.7,Professional,4.0,Other,Bitter,0.59,Medium,Other,No,Weekly,655.38,Online,Social,Medium,Expensive,3.9
31.0,Millennial,Male,58.84,Entrepreneur,1.0,Bar,Sweet,1.12,Low,Spirits,No,Monthly,102.5,Both,Celebration,High,No Problems,4.7
36.0,Millennial,Male,41.39,Retired,2.0,Other,Sweet,1.86,Medium,Cocktails,No,Monthly,1229.99,Online,Celebration,Medium,Limited Variety,3.8
28.0,Millennial,Male,57.61,Retired,3.0,Other,Bitter,1.63,Medium,Spirits,No,Weekly,738.46,Online,Celebration,Medium,Limited Variety,3.7
24.0,Gen Z,Female,46.18,Professional,0.0,Bar,Bitter,1.37,Medium,Cocktails,No,Rarely,214.22,Offline,Celebration,Medium,Location,5.0
60.0,Baby Boomer,Other,51.35,Other,1.0,Other,Sweet,1.58,Medium,Wine,No,Monthly,253.17,Offline,Celebration,Medium,No Problems,4.4
24.0,Gen Z,Male,58.9,Other,2.0,Bar,Salty,0.9,High,Wine,Yes,Monthly,420.51,Online,Celebration,Low,Expensive,3.1
45.0,Gen X,Male,43.0,Retired,3.0,Restaurant,Sour,1.36,Medium,Spirits,Maybe,Weekly,421.83,Both,Social,Medium,Location,3.0
23.0,Gen Z,Female,30.08,Professional,2.0,Social Event,Sour,1.5,Medium,Cocktails,No,Monthly,257.06,Online,Celebration,Medium,Limited Variety,3.9
52.0,Gen X,Male,39.35,Other,1.0,Bar,Sweet,2.3,High,Cider,Maybe,Monthly,263.26,Both,Celebration,Low,Expensive,3.7
23.0,Gen Z,Female,73.9,Professional,1.0,Bar,Salty,1.02,Medium,Spirits,No,Monthly,391.64,Both,Celebration,Medium,Location,4.2
47.0,Gen X,Female,52.32,Professional,0.0,Other,Bitter,2.24,Medium,Spirits,No,Rarely,196.68,Offline,Daily Habit,Medium,Limited Variety,4.8
49.0,Gen X,Female,33.1,Retired,2.0,Bar,Sweet,1.79,Low,Other,No,Monthly,189.95,Offline,Celebration,High,Limited Variety,3.6
52.0,Gen X,Male,58.03,Retired,2.0,Home,Neutral,0.54,Medium,Beer,Maybe,Monthly,325.82,Offline,Stress Relief,Medium,No Problems,4.4
39.0,Millennial,Male,59.37,Student,1.0,Home,Salty,1.95,High,Spirits,Yes,Monthly,530.34,Online,Stress Relief,Low,Expensive,4.1
41.0,Gen X,Female,60.4,Other,2.0,Restaurant,Neutral,0.57,Medium,Cider,No,Monthly,503.01,Both,Social,Medium,Location,4.0
25.0,Millennial,Female,30.44,Other,3.0,Bar,Neutral,2.49,Medium,Wine,No,Weekly,52.9,Both,Celebration,Medium,Expensive,3.3
38.0,Millennial,Male,36.35,Other,2.0,Other,Sweet,2.25,Medium,Cocktails,Yes,Monthly,312.31,Online,Celebration,Medium,Expensive,3.9
48.0,Gen X,Female,36.46,Entrepreneur,2.0,Other,Salty,1.09,High,Beer,No,Monthly,248.75,Offline,Daily Habit,Low,Expensive,4.8
62.0,Baby Boomer,Male,42.79,Professional,3.0,Social Event,Neutral,1.01,Low,Cocktails,No,Weekly,320.47,Both,Celebration,High,Location,3.6
42.0,Gen X,Female,60.78,Retired,2.0,Restaurant,Salty,1.26,Medium,Wine,Maybe,Monthly,309.78,Both,Social,Medium,Location,4.2
41.0,Gen X,Male,55.92,Other,2.0,Other,Sour,1.21,Low,Spirits,No,Monthly,607.18,Offline,Celebration,High,Expensive,3.6
26.0,Millennial,Female,57.5,Student,1.0,Social Event,Neutral,1.24,Medium,Other,Maybe,Monthly,467.97,Online,Celebration,Medium,Expensive,4.8
21.0,Gen Z,Male,77.08,Other,4.0,Other,Neutral,1.14,Medium,Cider,Yes,Weekly,483.6,Online,Daily Habit,Medium,No Problems,3.3
25.0,Millennial,Male,63.78,Professional,5.0,Social Event,Salty,1.74,Low,Beer,Yes,Weekly,7680.542092035368,Both,Celebration,High,Expensive,2.7
61.0,Baby Boomer,Male,47.16,Professional,1.0,Home,Sour,0.83,Medium,Cider,No,Monthly,147.02,Online,Stress Relief,Medium,No Problems,3.9
32.0,Millennial,Male,26.32,Retired,1.0,Home,Neutral,2.19,Medium,Cider,Yes,Monthly,66.91,Offline,Stress Relief,Medium,Expensive,4.2
46.0,Gen X,Female,35.71,Entrepreneur,4.0,Other,Sweet,2.12,Low,Cider,Yes,Weekly,241.03,Online,Daily Habit,High,Location,3.7
54.0,Gen X,Other,44.77,Retired,2.0,Restaurant,Salty,1.45,Medium,Cider,Yes,Monthly,426.49,Online,Social,Medium,Limited Variety,3.7
34.0,Millennial,Male,66.58,Other,4.0,Bar,Salty,2.21,Low,Wine,Maybe,Weekly,990.11,Online,Celebration,High,No Problems,3.8
46.0,Gen X,Male,49.45,Student,3.0,Restaurant,Neutral,0.99,Medium,Cider,No,Weekly,483.16,Both,Social,Medium,Location,3.2
65.0,Baby Boomer,Female,36.88,Retired,2.0,Restaurant,Sour,0.54,Medium,Other,Yes,Monthly,328.02,Online,Social,Medium,Limited Variety,4.1
47.0,Gen X,Female,35.34,Entrepreneur,2.0,Bar,Neutral,1.74,Medium,Cider,Yes,Monthly,283.14,Offline,Celebration,Medium,Expensive,3.9
29.0,Millennial,Female,48.61,Retired,0.0,Home,Bitter,1.42,Medium,Wine,No,Rarely,885.4354330539677,Online,Stress Relief,Medium,Location,4.6
46.0,Gen X,Male,67.8,Professional,2.0,Home,Neutral,1.63,Medium,Cocktails,Maybe,Monthly,520.8,Online,Stress Relief,Medium,Location,3.6
42.0,Gen X,Male,81.82,Other,0.0,Bar,Bitter,2.3,Low,Wine,Yes,Rarely,506.53,Offline,Celebration,High,Expensive,4.6
50.0,Gen X,Female,45.88,Other,4.0,Social Event,Sweet,2.44,High,Other,Yes,Weekly,617.71,Offline,Celebration,Low,Expensive,3.1
63.0,Baby Boomer,Male,49.11,Other,3.0,Restaurant,Salty,1.77,Medium,Other,Yes,Weekly,672.75,Offline,Social,Medium,No Problems,3.9
37.0,Millennial,Female,25.72,Other,3.0,Other,Salty,2.03,Low,Spirits,Yes,Weekly,277.07,Online,Daily Habit,High,Limited Variety,3.5
46.0,Gen X,Male,88.78,Other,0.0,Home,Sour,0.67,High,Wine,No,Rarely,439.1,Online,Stress Relief,Low,Location,5.0
56.0,Gen X,Female,21.98,Other,4.0,Other,Neutral,0.82,Low,Cocktails,Yes,Weekly,346.56,Offline,Social,High,Limited Variety,5.0
21.0,Gen Z,Male,73.43,Student,2.0,Bar,Sweet,1.97,Medium,Spirits,No,Monthly,448.51,Both,Celebration,Medium,No Problems,4.0
28.0,Millennial,Female,42.69,Entrepreneur,1.0,Other,Bitter,1.36,Medium,Spirits,Maybe,Monthly,139.2,Both,Celebration,Medium,No Problems,4.2
55.0,Gen X,Female,38.01,Other,1.0,Other,Sour,1.39,Medium,Beer,No,Monthly,177.53,Offline,Social,Medium,No Problems,4.0
35.0,Millennial,Female,27.8,Entrepreneur,3.0,Restaurant,Sweet,1.12,High,Cider,No,Weekly,144.81,Offline,Social,Low,Expensive,4.1
42.0,Gen X,Male,98.2,Other,2.0,Bar,Sweet,1.71,Medium,Spirits,Yes,Monthly,433.66,Both,Celebration,Medium,No Problems,3.8
34.0,Millennial,Female,54.43,Retired,1.0,Other,Bitter,0.87,Low,Spirits,No,Monthly,256.6,Online,Celebration,High,Limited Variety,4.2
46.0,Gen X,Female,50.43,Other,2.0,Home,Bitter,1.75,High,Other,Yes,Monthly,210.02,Both,Stress Relief,Low,Limited Variety,3.7
48.0,Gen X,Female,67.73,Professional,1.0,Bar,Salty,0.85,High,Cocktails,No,Monthly,294.24,Both,Celebration,Low,Limited Variety,5.0
43.0,Gen X,Female,36.98,Student,2.0,Home,Neutral,0.63,Medium,Spirits,Yes,Monthly,88.8,Online,Stress Relief,Medium,Expensive,3.7
34.0,Millennial,Female,50.04,Retired,3.0,Social Event,Sour,1.16,Medium,Cocktails,Yes,Weekly,420.87,Online,Celebration,Medium,No Problems,4.0
44.0,Gen X,Female,51.13,Retired,2.0,Other,Neutral,0.96,Low,Cider,Yes,Monthly,316.66,Both,Celebration,High,Expensive,3.9
22.0,Gen Z,Male,39.76,Professional,1.0,Bar,Sour,2.28,Medium,Other,No,Monthly,133.91,Offline,Celebration,Medium,Location,3.9
65.0,Baby Boomer,Female,73.99,Other,0.0,Home,Sweet,0.61,Low,Beer,No,Rarely,426.84,Online,Stress Relief,High,Location,4.8
46.0,Gen X,Female,45.63,Student,0.0,Other,Bitter,0.85,Low,Beer,No,Rarely,302.54,Online,Social,High,Location,5.0
34.0,Millennial,Male,18.94,Retired,1.0,Restaurant,Bitter,1.6,Medium,Cider,Yes,Monthly,42.96,Online,Social,Medium,Expensive,4.4
27.0,Millennial,Male,43.97,Student,2.0,Home,Sweet,1.46,Low,Cider,No,Monthly,185.86,Offline,Stress Relief,High,Limited Variety,3.9
23.0,Gen Z,Male,54.98,Retired,2.0,Home,Sweet,0.59,Low,Other,Yes,Monthly,231.65,Both,Stress Relief,High,No Problems,3.8
43.0,Gen X,Female,32.13,Other,2.0,Social Event,Sour,0.51,Medium,Other,No,Monthly,124.3,Both,Celebration,Medium,Limited Variety,3.6
63.0,Baby Boomer,Female,33.71,Retired,1.0,Restaurant,Sweet,2.48,Low,Wine,Yes,Monthly,258.63,Offline,Social,High,Limited Variety,4.5
65.0,Baby Boomer,Female,39.07,Retired,1.0,Social Event,Sour,1.82,Low,Spirits,Yes,Monthly,179.7,Offline,Celebration,High,Limited Variety,4.8
38.0,Millennial,Female,74.42,Entrepreneur,2.0,Restaurant,Neutral,1.23,Low,Spirits,Yes,Monthly,403.56,Offline,Social,High,Limited Variety,3.3
58.0,Baby Boomer,Male,40.26,Other,0.0,Home,Bitter,1.44,Low,Spirits,No,Rarely,61.33,Offline,Stress Relief,High,No Problems,5.0
55.0,Gen X,Male,78.58,Professional,1.0,Social Event,Bitter,1.03,Medium,Cocktails,No,Monthly,547.12,Online,Celebration,Medium,Limited Variety,2.7
35.0,Millennial,Male,37.7,Professional,3.0,Other,Bitter,1.19,High,Wine,Yes,Weekly,153.37,Both,Daily Habit,Low,Limited Variety,3.5
45.0,Gen X,Male,56.5,Other,0.0,Restaurant,Neutral,1.8,Medium,Spirits,No,Rarely,241.54,Both,Social,Medium,Limited Variety,5.0
57.0,Baby Boomer,Male,41.08,Professional,0.0,Home,Neutral,2.27,Medium,Cocktails,No,Rarely,195.79,Offline,Stress Relief,Medium,Limited Variety,4.7
48.0,Gen X,Male,65.08,Other,1.0,Bar,Salty,0.87,Low,Cocktails,No,Monthly,651.19,Offline,Celebration,High,Expensive,3.4
30.0,Millennial,Female,27.63,Professional,1.0,Restaurant,Sour,2.18,Low,Beer,Maybe,Monthly,72.77,Online,Social,High,Limited Variety,4.5
59.0,Baby Boomer,Female,64.86,Entrepreneur,0.0,Restaurant,Sour,0.74,Low,Cocktails,Maybe,Rarely,59.46,Offline,Social,High,Limited Variety,5.0
37.0,Millennial,Other,52.28,Professional,2.0,Other,Salty,0.93,Medium,Cider,No,Monthly,354.74,Offline,Celebration,Medium,Location,3.4
59.0,Baby Boomer,Female,37.2,Retired,2.0,Restaurant,Bitter,0.57,Medium,Other,Yes,Monthly,566.46,Offline,Social,Medium,Limited Variety,3.6
42.0,Gen X,Female,46.68,Other,2.0,Restaurant,Sour,0.78,Medium,Cocktails,Yes,Monthly,536.81,Both,Social,Medium,Limited Variety,4.5
46.0,Gen X,Male,80.68,Student,0.0,Other,Sour,2.33,Medium,Cider,No,Rarely,371.73,Offline,Daily Habit,Medium,Limited Variety,5.0
64.0,Baby Boomer,Female,52.76,Student,3.0,Other,Bitter,1.42,Low,Cider,No,Weekly,311.93,Offline,Social,High,Limited Variety,2.7
45.0,Gen X,Female,35.95,Other,0.0,Social Event,Sweet,0.66,Medium,Beer,Maybe,Rarely,223.31,Both,Celebration,Medium,No Problems,5.0
37.0,Millennial,Male,25.91,Entrepreneur,2.0,Home,Sweet,2.42,Medium,Beer,Yes,Monthly,98.56,Online,Stress Relief,Medium,Limited Variety,3.5
33.0,Millennial,Male,60.11,Professional,3.0,Home,Salty,2.26,Medium,Cocktails,No,Weekly,576.63,Online,Stress Relief,Medium,Expensive,3.1
40.0,Millennial,Female,53.92,Entrepreneur,4.0,Social Event,Neutral,2.01,Medium,Beer,Yes,Weekly,641.04,Online,Celebration,Medium,Expensive,3.1
45.0,Gen X,Male,63.9,Student,2.0,Home,Sour,2.37,Medium,Beer,Yes,Monthly,672.01,Offline,Stress Relief,Medium,No Problems,4.1
24.0,Gen Z,Female,20.76,Other,2.0,Restaurant,Sour,0.94,High,Other,Yes,Monthly,510.66,Both,Social,Low,Expensive,3.8
30.0,Millennial,Female,26.55,Other,1.0,Social Event,Salty,2.17,High,Spirits,No,Monthly,163.71,Online,Celebration,Low,No Problems,4.2
23.0,Gen Z,Male,72.94,Entrepreneur,4.0,Social Event,Salty,1.88,Medium,Cocktails,No,Weekly,522.18,Both,Celebration,Medium,Expensive,2.9
61.0,Baby Boomer,Male,56.63,Entrepreneur,3.0,Home,Sour,2.24,Medium,Cocktails,Yes,Weekly,422.67,Offline,Stress Relief,Medium,No Problems,3.1
65.0,Baby Boomer,Male,60.67,Professional,3.0,Bar,Bitter,2.09,Low,Cocktails,Yes,Weekly,189.38,Offline,Celebration,High,No Problems,5.0
38.0,Millennial,Male,30.75,Retired,2.0,Home,Bitter,1.19,High,Beer,Yes,Monthly,134.48,Both,Stress Relief,Low,Limited Variety,3.2
56.0,Gen X,Male,30.38,Retired,1.0,Bar,Neutral,2.05,Medium,Other,No,Monthly,125.46,Online,Celebration,Medium,Expensive,4.4
42.0,Gen X,Female,69.83,Professional,3.0,Social Event,Sour,1.02,Low,Beer,Yes,Weekly,406.21,Online,Celebration,High,Limited Variety,2.8
54.0,Gen X,Male,70.77,Retired,1.0,Bar,Sour,1.16,Medium,Cider,Yes,Monthly,387.01,Offline,Celebration,Medium,Limited Variety,5.0
28.0,Millennial,Female,28.23,Student,0.0,Restaurant,Sour,0.72,Low,Wine,No,Rarely,77.64,Online,Social,High,Limited Variety,4.9
60.0,Baby Boomer,Male,24.41,Retired,3.0,Other,Sour,2.37,Medium,Wine,Yes,Weekly,323.23,Online,Daily Habit,Medium,Expensive,3.0
64.0,Baby Boomer,Female,47.83,Professional,2.0,Bar,Salty,1.08,Medium,Wine,No,Monthly,296.07,Offline,Celebration,Medium,Expensive,4.3
39.0,Millennial,Male,34.01,Retired,3.0,Other,Sweet,1.54,Medium,Spirits,Yes,Weekly,255.92,Offline,Celebration,Medium,Limited Variety,2.4
62.0,Baby Boomer,Male,33.6,Other,3.0,Restaurant,Sour,1.28,Low,Beer,Yes,Weekly,215.6,Offline,Social,High,Location,3.6
61.0,Baby Boomer,Female,24.97,Entrepreneur,0.0,Other,Sweet,2.42,High,Cider,Yes,Rarely,111.96,Both,Celebration,Low,Expensive,5.0
57.0,Baby Boomer,Female,40.63,Student,3.0,Restaurant,Bitter,1.17,Medium,Cider,No,Weekly,464.01,Offline,Social,Medium,Expensive,3.6
26.0,Millennial,Male,26.91,Other,2.0,Other,Neutral,2.06,High,Wine,No,Monthly,107.96,Both,Celebration,Low,No Problems,3.7
46.0,Gen X,Female,28.09,Other,2.0,Other,Bitter,2.21,Medium,Other,No,Monthly,125.11,Online,Social,Medium,Limited Variety,3.4
54.0,Gen X,Male,55.97,Professional,3.0,Home,Sour,1.37,Medium,Spirits,Yes,Weekly,363.51,Offline,Stress Relief,Medium,Location,4.0
65.0,Baby Boomer,Female,48.9,Entrepreneur,1.0,Bar,Bitter,1.26,Medium,Spirits,No,Monthly,126.43,Both,Celebration,Medium,Limited Variety,5.0
26.0,Millennial,Male,59.7,Entrepreneur,1.0,Other,Salty,2.0,Low,Wine,Yes,Monthly,200.85,Offline,Celebration,High,Expensive,4.2
57.0,Baby Boomer,Male,17.02,Student,2.0,Social Event,Sweet,2.33,Low,Wine,Yes,Monthly,83.02,Offline,Celebration,High,Limited Variety,3.7
53.0,Gen X,Female,50.2,Professional,1.0,Home,Sour,2.01,Medium,Beer,No,Monthly,393.88,Offline,Stress Relief,Medium,Limited Variety,5.0
42.0,Gen X,Female,91.51,Student,0.0,Bar,Salty,0.95,Low,Other,Yes,Rarely,432.93,Online,Celebration,High,No Problems,5.0
41.0,Gen X,Male,42.55,Retired,2.0,Home,Sweet,2.28,High,Spirits,Yes,Monthly,290.13,Offline,Stress Relief,Low,Location,3.1
26.0,Millennial,Female,66.49,Other,4.0,Bar,Salty,1.28,Low,Cider,Yes,Weekly,939.5,Online,Celebration,High,Limited Variety,2.9
26.0,Millennial,Female,66.32,Student,2.0,Restaurant,Bitter,1.65,Medium,Wine,Yes,Monthly,383.24,Both,Social,Medium,No Problems,3.9
24.0,Gen Z,Male,67.3,Other,0.0,Other,Sour,2.16,Medium,Beer,Yes,Rarely,339.42,Online,Social,Medium,Limited Variety,5.0
50.0,Gen X,Female,53.33,Professional,1.0,Social Event,Bitter,0.88,Medium,Cider,No,Monthly,256.66,Both,Celebration,Medium,No Problems,4.5
31.0,Millennial,Male,61.32,Retired,5.0,Home,Neutral,2.07,Medium,Spirits,Yes,Weekly,789.69,Both,Stress Relief,Medium,No Problems,2.2
50.0,Gen X,Female,63.98,Professional,4.0,Home,Sour,1.69,Low,Wine,No,Weekly,441.44,Online,Stress Relief,High,Expensive,3.1
51.0,Gen X,Female,62.71,Retired,4.0,Home,Bitter,2.29,Medium,Other,No,Weekly,171.05,Offline,Stress Relief,Medium,Limited Variety,2.8
44.0,Gen X,Female,27.65,Retired,4.0,Home,Sour,0.84,Medium,Wine,Yes,Weekly,238.73,Both,Stress Relief,Medium,Limited Variety,4.7
29.0,Millennial,Male,15.85,Other,3.0,Other,Sweet,1.34,Medium,Other,Yes,Weekly,244.05,Both,Daily Habit,Medium,Location,3.6
23.0,Gen Z,Male,18.93,Professional,2.0,Bar,Sour,2.17,Medium,Beer,Yes,Monthly,186.18,Online,Celebration,Medium,Limited Variety,4.0
51.0,Gen X,Male,44.6,Professional,1.0,Other,Sour,0.54,High,Beer,No,Monthly,366.24,Offline,Celebration,Low,No Problems,5.0
60.0,Baby Boomer,Male,61.88,Student,1.0,Restaurant,Sweet,0.72,High,Spirits,Yes,Monthly,581.79,Offline,Social,Low,Location,3.8
57.0,Baby Boomer,Male,27.91,Professional,1.0,Other,Bitter,2.48,Medium,Other,No,Monthly,147.84,Offline,Celebration,Medium,Expensive,4.4
56.0,Gen X,Female,68.48,Student,0.0,Other,Sour,1.06,Medium,Wine,Maybe,Rarely,313.58,Online,Celebration,Medium,Expensive,4.5
44.0,Gen X,Male,39.95,Entrepreneur,1.0,Restaurant,Salty,2.45,Medium,Beer,No,Monthly,148.66,Both,Social,Medium,Location,4.8
51.0,Gen X,Male,40.14,Entrepreneur,4.0,Other,Sour,0.87,Medium,Wine,Yes,Weekly,316.46,Online,Daily Habit,Medium,Expensive,2.8
26.0,Millennial,Female,33.28,Entrepreneur,0.0,Bar,Bitter,1.22,High,Spirits,Yes,Rarely,187.86,Online,Celebration,Low,Location,5.0
22.0,Gen Z,Male,12.3,Professional,1.0,Social Event,Sweet,2.01,Low,Other,No,Monthly,113.79,Online,Celebration,High,Limited Variety,4.8
40.0,Millennial,Female,54.59,Professional,3.0,Restaurant,Bitter,1.82,Medium,Wine,No,Weekly,384.9,Online,Social,Medium,Limited Variety,3.9
48.0,Gen X,Male,84.25,Student,1.0,Home,Neutral,1.66,Medium,Cider,Yes,Monthly,340.88,Offline,Stress Relief,Medium,Expensive,4.8
31.0,Millennial,Female,48.75,Retired,2.0,Bar,Sour,1.56,Medium,Wine,No,Monthly,301.82,Online,Celebration,Medium,Location,3.9
